id,originalUrl,migratedUrl,category,subCategory,sheet
news-detail-b8dc8682-33d3-4a2d-8775-fa5506c828f1,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=B8DC8682-33D3-4A2D-8775-FA5506C828F1&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/b8dc8682-33d3-4a2d-8775-fa5506c828f1,About Us,News & Media,News & Media Articles
news-detail-f51edc49-58ae-4399-b6ea-2119d8c98db2,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=F51EDC49-58AE-4399-B6EA-2119D8C98DB2&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/f51edc49-58ae-4399-b6ea-2119d8c98db2,About Us,News & Media,News & Media Articles
news-detail-fad11feb-4d46-4e14-86a6-d45367cf5fa8,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=FAD11FEB-4D46-4E14-86A6-D45367CF5FA8&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/fad11feb-4d46-4e14-86a6-d45367cf5fa8,About Us,News & Media,News & Media Articles
news-detail-ff79b946-4558-402f-85a7-9551f052a32d,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=FF79B946-4558-402F-85A7-9551F052A32D&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/ff79b946-4558-402f-85a7-9551f052a32d,About Us,News & Media,News & Media Articles
news-detail-02c72979-4c42-4a39-b82b-bcbd59d1bc5e,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=02C72979-4C42-4A39-B82B-BCBD59D1BC5E&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/02c72979-4c42-4a39-b82b-bcbd59d1bc5e,About Us,News & Media,News & Media Articles
news-detail-b6d2e230-3437-4a31-b6fa-fed332e066f0,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=B6D2E230-3437-4A31-B6FA-FED332E066F0&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/b6d2e230-3437-4a31-b6fa-fed332e066f0,About Us,News & Media,News & Media Articles
news-detail-87ee6277-4a73-4976-91e9-3ecc057e96f7,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=87EE6277-4A73-4976-91E9-3ECC057E96F7&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/87ee6277-4a73-4976-91e9-3ecc057e96f7,About Us,News & Media,News & Media Articles
news-detail-bdf43650-64a9-4ec5-b2c0-46581488503e,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=BDF43650-64A9-4EC5-B2C0-46581488503E&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/bdf43650-64a9-4ec5-b2c0-46581488503e,About Us,News & Media,News & Media Articles
news-detail-193e9335-cf4f-4b77-bde0-19bac08363a9,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=193E9335-CF4F-4B77-BDE0-19BAC08363A9&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/193e9335-cf4f-4b77-bde0-19bac08363a9,About Us,News & Media,News & Media Articles
news-detail-7616ab08-72d0-46e9-9e62-0cf360922da8,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=7616AB08-72D0-46E9-9E62-0CF360922DA8&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/7616ab08-72d0-46e9-9e62-0cf360922da8,About Us,News & Media,News & Media Articles
news-detail-4f0c1e54-6805-4d2d-9329-18b27de6e039,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=4F0C1E54-6805-4D2D-9329-18B27DE6E039&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/4f0c1e54-6805-4d2d-9329-18b27de6e039,About Us,News & Media,News & Media Articles
news-detail-b270fcbd-8c49-4e43-a9b5-f939b17e6b55,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=B270FCBD-8C49-4E43-A9B5-F939B17E6B55&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/b270fcbd-8c49-4e43-a9b5-f939b17e6b55,About Us,News & Media,News & Media Articles
news-detail-8707002f-f89b-4d0a-acb1-1986d534ace9,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=8707002F-F89B-4D0A-ACB1-1986D534ACE9&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/8707002f-f89b-4d0a-acb1-1986d534ace9,About Us,News & Media,News & Media Articles
news-detail-be7f3aa4-5380-4b1f-a367-15cd2607d6c0,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=BE7F3AA4-5380-4B1F-A367-15CD2607D6C0&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/be7f3aa4-5380-4b1f-a367-15cd2607d6c0,About Us,News & Media,News & Media Articles
news-detail-05a4e494-9ae4-4036-8ce1-a114fea90bf5,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=05A4E494-9AE4-4036-8CE1-A114FEA90BF5&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/05a4e494-9ae4-4036-8ce1-a114fea90bf5,About Us,News & Media,News & Media Articles
news-detail-06c0db8b-5a25-4f4b-bf8e-3151b9cb1c57,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=06C0DB8B-5A25-4F4B-BF8E-3151B9CB1C57&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/06c0db8b-5a25-4f4b-bf8e-3151b9cb1c57,About Us,News & Media,News & Media Articles
news-detail-84fff121-f565-438b-a7f4-00acfabd8ba6,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=84FFF121-F565-438B-A7F4-00ACFABD8BA6&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/84fff121-f565-438b-a7f4-00acfabd8ba6,About Us,News & Media,News & Media Articles
news-detail-b8d2b2b3-5277-4f70-9296-aa644397aceb,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=B8D2B2B3-5277-4F70-9296-AA644397ACEB&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/b8d2b2b3-5277-4f70-9296-aa644397aceb,About Us,News & Media,News & Media Articles
news-detail-9539dbb0-99db-45ff-9cb5-c65b3f867610,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=9539DBB0-99DB-45FF-9CB5-C65B3F867610&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/9539dbb0-99db-45ff-9cb5-c65b3f867610,About Us,News & Media,News & Media Articles
news-detail-aa512da1-0631-4e8e-9092-474d334bd2ad,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=AA512DA1-0631-4E8E-9092-474D334BD2AD&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/aa512da1-0631-4e8e-9092-474d334bd2ad,About Us,News & Media,News & Media Articles
news-detail-faaa31da-3a53-4e35-af77-5b00b543a92a,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=FAAA31DA-3A53-4E35-AF77-5B00B543A92A&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/faaa31da-3a53-4e35-af77-5b00b543a92a,About Us,News & Media,News & Media Articles
news-detail-f9000ebc-7a03-4125-afd5-a3b22ad04dd4,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=F9000EBC-7A03-4125-AFD5-A3B22AD04DD4&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/f9000ebc-7a03-4125-afd5-a3b22ad04dd4,About Us,News & Media,News & Media Articles
news-detail-573d5438-b994-4846-8870-07aef09397a0,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=573D5438-B994-4846-8870-07AEF09397A0&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/573d5438-b994-4846-8870-07aef09397a0,About Us,News & Media,News & Media Articles
news-detail-8d8e5ef9-d1fc-481a-86e7-5458abe1b67e,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=8D8E5EF9-D1FC-481A-86E7-5458ABE1B67E&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/8d8e5ef9-d1fc-481a-86e7-5458abe1b67e,About Us,News & Media,News & Media Articles
news-detail-ebc47615-9354-42cd-8784-6ebc3dfb5e93,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=EBC47615-9354-42CD-8784-6EBC3DFB5E93&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/ebc47615-9354-42cd-8784-6ebc3dfb5e93,About Us,News & Media,News & Media Articles
news-detail-15cf1d5c-eff8-47a6-aa52-d78229c0d474,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=15CF1D5C-EFF8-47A6-AA52-D78229C0D474&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/15cf1d5c-eff8-47a6-aa52-d78229c0d474,About Us,News & Media,News & Media Articles
news-detail-333870f7-bfab-4059-86c6-80878cac8dad,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=333870F7-BFAB-4059-86C6-80878CAC8DAD&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/333870f7-bfab-4059-86c6-80878cac8dad,About Us,News & Media,News & Media Articles
news-detail-5f2c851e-444d-4069-aecc-cfbc9343721c,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=5F2C851E-444D-4069-AECC-CFBC9343721C&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/5f2c851e-444d-4069-aecc-cfbc9343721c,About Us,News & Media,News & Media Articles
news-detail-a97a3149-58a4-4c53-8968-e5924d43b53a,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=A97A3149-58A4-4C53-8968-E5924D43B53A&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/a97a3149-58a4-4c53-8968-e5924d43b53a,About Us,News & Media,News & Media Articles
news-detail-def99bb1-d37a-4e49-b699-9f50a1400bec,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=DEF99BB1-D37A-4E49-B699-9F50A1400BEC&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/def99bb1-d37a-4e49-b699-9f50a1400bec,About Us,News & Media,News & Media Articles
news-detail-a0377be3-f9ae-40c6-bf55-a646b408fdfe,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=A0377BE3-F9AE-40C6-BF55-A646B408FDFE&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/a0377be3-f9ae-40c6-bf55-a646b408fdfe,About Us,News & Media,News & Media Articles
news-detail-32b232bf-fd09-4b62-9eb8-1995c22f20e0,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=32B232BF-FD09-4B62-9EB8-1995C22F20E0&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/32b232bf-fd09-4b62-9eb8-1995c22f20e0,About Us,News & Media,News & Media Articles
news-detail-d35b6d79-77cd-482e-b909-d5e2692fbbb7,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=D35B6D79-77CD-482E-B909-D5E2692FBBB7&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/d35b6d79-77cd-482e-b909-d5e2692fbbb7,About Us,News & Media,News & Media Articles
news-detail-93468a70-860a-4445-aff0-f880a51abb20,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=93468A70-860A-4445-AFF0-F880A51ABB20&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/93468a70-860a-4445-aff0-f880a51abb20,About Us,News & Media,News & Media Articles
news-detail-f1ea839c-159c-490b-842a-419abba95f81,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=F1EA839C-159C-490B-842A-419ABBA95F81&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/f1ea839c-159c-490b-842a-419abba95f81,About Us,News & Media,News & Media Articles
news-detail-47151ac2-4875-4456-8eef-b1e97d0b49a1,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=47151AC2-4875-4456-8EEF-B1E97D0B49A1&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/47151ac2-4875-4456-8eef-b1e97d0b49a1,About Us,News & Media,News & Media Articles
news-detail-5270ca40-1a57-4504-bde4-dc28586cea2e,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=5270CA40-1A57-4504-BDE4-DC28586CEA2E&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/5270ca40-1a57-4504-bde4-dc28586cea2e,About Us,News & Media,News & Media Articles
news-detail-82f64a43-4bc6-4f5c-b784-5511140c33ce,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=82F64A43-4BC6-4F5C-B784-5511140C33CE&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/82f64a43-4bc6-4f5c-b784-5511140c33ce,About Us,News & Media,News & Media Articles
news-detail-6b67fe2c-ff46-4f29-a26d-95be19a3e8ac,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=6B67FE2C-FF46-4F29-A26D-95BE19A3E8AC&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/6b67fe2c-ff46-4f29-a26d-95be19a3e8ac,About Us,News & Media,News & Media Articles
news-detail-267b6e9c-6311-431a-b5c5-c90e77460735,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=267B6E9C-6311-431A-B5C5-C90E77460735&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/267b6e9c-6311-431a-b5c5-c90e77460735,About Us,News & Media,News & Media Articles
news-detail-3ed42cd6-22e0-4535-9ba1-d08509b751d5,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=3ED42CD6-22E0-4535-9BA1-D08509B751D5&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/3ed42cd6-22e0-4535-9ba1-d08509b751d5,About Us,News & Media,News & Media Articles
news-detail-090b164c-4406-42bf-bc22-50e1ef33ae55,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=090B164C-4406-42BF-BC22-50E1EF33AE55&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/090b164c-4406-42bf-bc22-50e1ef33ae55,About Us,News & Media,News & Media Articles
news-detail-e29037ef-724d-4c8d-8087-1940ef65a4c1,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=E29037EF-724D-4C8D-8087-1940EF65A4C1&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/e29037ef-724d-4c8d-8087-1940ef65a4c1,About Us,News & Media,News & Media Articles
news-detail-6b2723a8-23ea-4847-8ab4-86a7900fdb45,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=6B2723A8-23EA-4847-8AB4-86A7900FDB45&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/6b2723a8-23ea-4847-8ab4-86a7900fdb45,About Us,News & Media,News & Media Articles
news-detail-c709c16e-d037-4279-9925-d64bd01220c3,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=C709C16E-D037-4279-9925-D64BD01220C3&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/c709c16e-d037-4279-9925-d64bd01220c3,About Us,News & Media,News & Media Articles
news-detail-89edd375-dd2f-47da-8cf2-a050624f77b4,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=89EDD375-DD2F-47DA-8CF2-A050624F77B4&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/89edd375-dd2f-47da-8cf2-a050624f77b4,About Us,News & Media,News & Media Articles
news-detail-c29a9bc9-4c76-45ce-b8fa-dcf2b553bcfc,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=C29A9BC9-4C76-45CE-B8FA-DCF2B553BCFC&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/c29a9bc9-4c76-45ce-b8fa-dcf2b553bcfc,About Us,News & Media,News & Media Articles
news-detail-9e3a7c09-9314-4edd-9232-ccf4a8d15e2b,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=9E3A7C09-9314-4EDD-9232-CCF4A8D15E2B&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/9e3a7c09-9314-4edd-9232-ccf4a8d15e2b,About Us,News & Media,News & Media Articles
news-detail-15ab4dcd-dd14-4386-894e-0191a49d3a09,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=15AB4DCD-DD14-4386-894E-0191A49D3A09&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/15ab4dcd-dd14-4386-894e-0191a49d3a09,About Us,News & Media,News & Media Articles
news-detail-3ce08172-f820-4d89-9d3d-a4bb58cc14ae,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=3CE08172-F820-4D89-9D3D-A4BB58CC14AE&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/3ce08172-f820-4d89-9d3d-a4bb58cc14ae,About Us,News & Media,News & Media Articles
news-detail-49a9fd79-5c3a-412e-a02e-91fd00279203,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=49A9FD79-5C3A-412E-A02E-91FD00279203&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/49a9fd79-5c3a-412e-a02e-91fd00279203,About Us,News & Media,News & Media Articles
news-detail-55ac15ec-d205-4469-9dfd-b880a6d1becb,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=55AC15EC-D205-4469-9DFD-B880A6D1BECB&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/55ac15ec-d205-4469-9dfd-b880a6d1becb,About Us,News & Media,News & Media Articles
news-detail-8db3a7fd-9b46-456b-913d-11ae06588839,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=8DB3A7FD-9B46-456B-913D-11AE06588839&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/8db3a7fd-9b46-456b-913d-11ae06588839,About Us,News & Media,News & Media Articles
news-detail-32a9ccf9-9dc0-4266-93be-f5536f7e01b9,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=32A9CCF9-9DC0-4266-93BE-F5536F7E01B9&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/32a9ccf9-9dc0-4266-93be-f5536f7e01b9,About Us,News & Media,News & Media Articles
news-detail-0ec89b0f-ebaa-44ca-ac6d-4959d6defd69,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=0EC89B0F-EBAA-44CA-AC6D-4959D6DEFD69&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/0ec89b0f-ebaa-44ca-ac6d-4959d6defd69,About Us,News & Media,News & Media Articles
news-detail-0a78852c-eaab-4031-9d88-21cb6639a012,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=0A78852C-EAAB-4031-9D88-21CB6639A012&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/0a78852c-eaab-4031-9d88-21cb6639a012,About Us,News & Media,News & Media Articles
news-detail-85f4bb9c-1d82-484c-a3a4-dc67746178f2,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=85F4BB9C-1D82-484C-A3A4-DC67746178F2&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/85f4bb9c-1d82-484c-a3a4-dc67746178f2,About Us,News & Media,News & Media Articles
news-detail-fd50ec7b-baa8-49d6-998c-6ab9cf392fed,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=FD50EC7B-BAA8-49D6-998C-6AB9CF392FED&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/fd50ec7b-baa8-49d6-998c-6ab9cf392fed,About Us,News & Media,News & Media Articles
news-detail-ae68030e-c1e0-4176-9e10-8b91d1b9f43e,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=AE68030E-C1E0-4176-9E10-8B91D1B9F43E&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/ae68030e-c1e0-4176-9e10-8b91d1b9f43e,About Us,News & Media,News & Media Articles
news-detail-d2db0dc8-ec65-4afb-a652-9a8754f4e979,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=D2DB0DC8-EC65-4AFB-A652-9A8754F4E979&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/d2db0dc8-ec65-4afb-a652-9a8754f4e979,About Us,News & Media,News & Media Articles
news-detail-1c1ba460-81b4-461d-bcc5-41662b313ed7,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=1C1BA460-81B4-461D-BCC5-41662B313ED7&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/1c1ba460-81b4-461d-bcc5-41662b313ed7,About Us,News & Media,News & Media Articles
news-detail-1b8ff24a-3364-49e1-990a-90faf46e4889,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=1B8FF24A-3364-49E1-990A-90FAF46E4889&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/1b8ff24a-3364-49e1-990a-90faf46e4889,About Us,News & Media,News & Media Articles
news-detail-1c00ac69-d9cf-4c95-a4ae-fb562b0f106d,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=1C00AC69-D9CF-4C95-A4AE-FB562B0F106D&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/1c00ac69-d9cf-4c95-a4ae-fb562b0f106d,About Us,News & Media,News & Media Articles
news-detail-a0b45187-0862-4190-b460-88677fbb7e4c,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=A0B45187-0862-4190-B460-88677FBB7E4C&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/a0b45187-0862-4190-b460-88677fbb7e4c,About Us,News & Media,News & Media Articles
news-detail-e602e159-d244-4b39-a63b-5c15c9f723f4,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=E602E159-D244-4B39-A63B-5C15C9F723F4&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/e602e159-d244-4b39-a63b-5c15c9f723f4,About Us,News & Media,News & Media Articles
news-detail-df3b3459-4933-41d6-a89b-9aea740bba74,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=DF3B3459-4933-41D6-A89B-9AEA740BBA74&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/df3b3459-4933-41d6-a89b-9aea740bba74,About Us,News & Media,News & Media Articles
news-detail-8042611c-5d36-4fa4-97ab-90f96d7e7045,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=8042611C-5D36-4FA4-97AB-90F96D7E7045&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/8042611c-5d36-4fa4-97ab-90f96d7e7045,About Us,News & Media,News & Media Articles
news-detail-85bf87ba-5855-425a-a79a-d705330e25c3,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=85BF87BA-5855-425A-A79A-D705330E25C3&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/85bf87ba-5855-425a-a79a-d705330e25c3,About Us,News & Media,News & Media Articles
news-detail-79bcc852-535d-4d39-915d-a70cf95fc1d9,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=79BCC852-535D-4D39-915D-A70CF95FC1D9&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/79bcc852-535d-4d39-915d-a70cf95fc1d9,About Us,News & Media,News & Media Articles
news-detail-bf861c56-809e-4e67-a23b-22b42b944f63,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=BF861C56-809E-4E67-A23B-22B42B944F63&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/bf861c56-809e-4e67-a23b-22b42b944f63,About Us,News & Media,News & Media Articles
news-detail-86ed2d93-8cd8-4cb3-8c83-60b075170e60,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=86ED2D93-8CD8-4CB3-8C83-60B075170E60&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/86ed2d93-8cd8-4cb3-8c83-60b075170e60,About Us,News & Media,News & Media Articles
news-detail-578de15e-1de5-4dae-8c67-d2c19489963f,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=578DE15E-1DE5-4DAE-8C67-D2C19489963F&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/578de15e-1de5-4dae-8c67-d2c19489963f,About Us,News & Media,News & Media Articles
news-detail-ee061403-f080-4c28-afc7-fbe4b0c0c02b,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=EE061403-F080-4C28-AFC7-FBE4B0C0C02B&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/ee061403-f080-4c28-afc7-fbe4b0c0c02b,About Us,News & Media,News & Media Articles
news-detail-8705fca8-6ac3-4107-ab95-1730abe8b67a,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=8705FCA8-6AC3-4107-AB95-1730ABE8B67A&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/8705fca8-6ac3-4107-ab95-1730abe8b67a,About Us,News & Media,News & Media Articles
news-detail-1df2feb2-e39c-47b6-9647-c36aa448d393,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=1DF2FEB2-E39C-47B6-9647-C36AA448D393&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/1df2feb2-e39c-47b6-9647-c36aa448d393,About Us,News & Media,News & Media Articles
news-detail-e7644e7b-1b42-477e-8a32-b841d98defce,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=E7644E7B-1B42-477E-8A32-B841D98DEFCE&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/e7644e7b-1b42-477e-8a32-b841d98defce,About Us,News & Media,News & Media Articles
news-detail-60eb84a6-f824-4aa1-8dd1-c2257d8fa92c,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=60EB84A6-F824-4AA1-8DD1-C2257D8FA92C&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2568/60eb84a6-f824-4aa1-8dd1-c2257d8fa92c,About Us,News & Media,News & Media Articles
news-detail-c3ca98f1-a4f8-4306-b01b-5e912a808d9e,https://www.bangkokbank.com/th-TH/About-Us/News-and-Media/News-Detail?id=C3CA98F1-A4F8-4306-B01B-5E912A808D9E&tag=New,https://prod-aem.bangkokbank.com/th/about-us/news-and-media/2567/c3ca98f1-a4f8-4306-b01b-5e912a808d9e,About Us,News & Media,News & Media Articles
